nid,valence,arousal,dominance
65_325,0.7107272727272727,0.478,0.6273636363636363
80_297,0.47433333333333333,0.412,0.4203333333333334
63_238,0.6023125,0.451,0.5005625
55_14,0.461625,0.308375,0.39187500000000003
73_93,0.616625,0.39799999999999996,0.5686875
78_276,0.4788,0.47380000000000005,0.4524
56_225,0.6164814814814815,0.39455555555555555,0.39214814814814813
78_114,0.635,0.36033333333333334,0.5161666666666667
65_20,0.53175,0.48524999999999996,0.54025
55_310,0.602,0.4851578947368421,0.5215263157894737
69_130,0.6348333333333334,0.4435,0.5431666666666667
75_11,0.6849166666666666,0.4048333333333333,0.5643333333333334
71_51,0.5697,0.33290000000000003,0.4824
61_283,0.652,0.4424782608695652,0.5303478260869565
55_191,0.6405625,0.4290625,0.544625
73_241,0.6992,0.40354999999999996,0.5302
77_111,0.4681,0.5343,0.4423
61_92,0.6144000000000001,0.333,0.5282
63_329,0.6343636363636364,0.449,0.49436363636363634
71_274,0.6952105263157895,0.4392105263157895,0.6176842105263158
76_199,0.742,0.61275,0.65225
74_129,0.686375,0.52175,0.59775
53_183,0.5954615384615385,0.3296923076923077,0.4451538461538461
69_393,0.644,0.4008181818181818,0.528
79_43,0.68976,0.47491999999999995,0.5522
62_347,0.5112307692307693,0.37838461538461543,0.4857692307692308
59_232,0.66635,0.39554999999999996,0.5117499999999999
70_218,0.6554,0.4232,0.5605
75_271,0.51,0.38,0.48
66_127,0.636357142857143,0.4595714285714286,0.47657142857142853
69_175,0.6608,0.42255000000000004,0.46185
68_49,0.6733999999999999,0.3622666666666667,0.5248
66_40,0.6568888888888889,0.4112222222222222,0.6136666666666666
74_311,0.49833333333333335,0.444,0.48300000000000004
67_100,0.5315,0.4965,0.4535
70_138,0.74225,0.57975,0.5395
64_290,0.6294666666666667,0.4612,0.5380666666666667
58_83,0.6694285714285714,0.5541428571428572,0.6037142857142858
57_265,0.6661666666666667,0.3855,0.5194166666666667
57_39,0.5848928571428571,0.36207142857142854,0.4604285714285714
78_39,0.619625,0.42524999999999996,0.524375
78_152,0.5983333333333333,0.43766666666666665,0.5853333333333334
59_205,0.5443333333333333,0.355,0.4663333333333333
68_321,0.5479999999999999,0.4082307692307693,0.4306923076923077
65_66,0.6521578947368422,0.41936842105263156,0.5349999999999999
62_78,0.6634583333333334,0.4051666666666667,0.509
80_176,0.714,0.296,0.547
74_185,0.6476,0.38639999999999997,0.5405
77_73,0.7175,0.41475,0.6032500000000001
65_368,0.619125,0.3640625,0.5075000000000001
78_97,0.568952380952381,0.45395238095238094,0.454
73_28,0.6492941176470588,0.37935294117647056,0.546
77_141,0.6470357142857143,0.43096428571428574,0.5355714285714286
62_284,0.67,0.3800909090909091,0.48045454545454547
77_209,0.6498571428571428,0.37157142857142855,0.523
79_51,0.6367058823529411,0.3618235294117647,0.48817647058823527
61_319,0.55675,0.35975,0.42175
74_179,0.7286190476190476,0.3888571428571429,0.5826666666666667
57_329,0.6786666666666666,0.40199999999999997,0.5325000000000001
64_177,0.48618181818181816,0.4061818181818182,0.45990909090909093
74_250,0.4317142857142858,0.5767142857142857,0.48814285714285716
77_128,0.7205,0.4258333333333333,0.5283333333333333
79_259,0.5185454545454545,0.40454545454545454,0.4343636363636364
64_373,0.6223333333333333,0.42533333333333334,0.5593333333333333
69_320,0.49300000000000005,0.5403333333333333,0.5616666666666666
59_90,0.5983846153846154,0.427,0.5006923076923078
71_226,0.7916363636363637,0.40772727272727277,0.5224545454545454
59_48,0.584111111111111,0.3918888888888889,0.46677777777777785
78_286,0.6924444444444444,0.3827777777777778,0.5631111111111111
80_48,0.7632,0.4798,0.558
76_225,0.63,0.359,0.4971666666666667
61_14,0.7523333333333334,0.37200000000000005,0.5861666666666666
54_79,0.6771904761904762,0.397047619047619,0.5070476190476191
71_73,0.66,0.41625,0.559
65_103,0.7056666666666667,0.40116666666666667,0.5098333333333334
77_130,0.5248181818181817,0.4786363636363637,0.47463636363636363
68_267,0.7142666666666667,0.5153333333333333,0.6132666666666666
63_301,0.5843636363636363,0.4228181818181818,0.5028181818181818
60_8,0.62775,0.51,0.5720833333333334
64_34,0.5174761904761905,0.442047619047619,0.5217619047619048
63_30,0.5808333333333333,0.4463333333333333,0.525
73_42,0.5641,0.43179999999999996,0.5156
77_252,0.4835,0.42133333333333334,0.43416666666666665
65_307,0.49900000000000005,0.6381666666666667,0.5301666666666667
75_331,0.7053333333333334,0.37677777777777777,0.5993333333333334
62_203,0.6855,0.5549999999999999,0.6505
57_343,0.58,0.49939999999999996,0.6001000000000001
78_113,0.73,0.39466666666666667,0.6456666666666666
71_121,0.6168888888888888,0.43269444444444444,0.5637500000000001
78_146,0.6322857142857143,0.4630714285714285,0.5286428571428571
77_120,0.606952380952381,0.44190476190476186,0.4716666666666666
54_213,0.5881538461538461,0.43030769230769234,0.5253846153846153
80_44,0.64,0.43264285714285716,0.4645
76_5,0.6626666666666667,0.39422222222222225,0.5111111111111111
66_158,0.6145882352941177,0.38794117647058823,0.49658823529411766
67_207,0.7182222222222222,0.4118888888888889,0.5095555555555555
76_136,0.8403333333333333,0.5435,0.6576666666666667
77_284,0.6948888888888889,0.4083333333333333,0.522
61_357,0.73425,0.4018125,0.4974375
79_297,0.478,0.50225,0.56
64_136,0.63,0.3975454545454546,0.5056363636363637
73_86,0.6326363636363637,0.4506363636363636,0.4990909090909091
77_341,0.6344347826086957,0.423304347826087,0.523
77_66,0.635090909090909,0.3600909090909091,0.5025454545454546
54_155,0.6353030303030303,0.43075757575757573,0.4498181818181818
78_226,0.6653095238095238,0.47709523809523813,0.536952380952381
76_44,0.6964705882352941,0.36911764705882355,0.5635294117647058
66_386,0.6133333333333333,0.3538333333333333,0.43183333333333335
63_143,0.7934285714285715,0.5527142857142857,0.6912857142857144
78_118,0.5662222222222222,0.3638888888888889,0.49366666666666664
72_263,0.6919047619047619,0.4042857142857143,0.5786190476190476
77_19,0.6343571428571428,0.42107142857142854,0.4957857142857143
58_107,0.651,0.45199999999999996,0.5893333333333334
58_269,0.6423333333333333,0.37883333333333336,0.5145000000000001
54_289,0.6746153846153846,0.42184615384615387,0.5196923076923077
80_22,0.6523529411764706,0.45747058823529413,0.5442352941176472
72_9,0.6593333333333333,0.4865555555555555,0.5961666666666666
54_22,0.6342068965517241,0.42982758620689654,0.514
78_136,0.5439090909090909,0.3650909090909091,0.4942727272727273
67_349,0.7445999999999999,0.491,0.6314
66_136,0.7087058823529412,0.41205882352941176,0.5503529411764706
74_312,0.6781333333333334,0.4341333333333333,0.5695333333333333
61_110,0.6575833333333333,0.4210833333333333,0.5138333333333334
61_12,0.6895000000000001,0.5486666666666667,0.6191666666666668
60_337,0.48150000000000004,0.45166666666666666,0.501
67_137,0.5978421052631578,0.40257894736842104,0.4749473684210527
71_94,0.5915925925925927,0.36214814814814816,0.45466666666666666
65_36,0.5723600000000001,0.40344,0.48892
