id,valence,arousal,dominance
2_502,0.606,0.48975,0.631625
2_11,0.698,0.544,0.706
2_135,0.46775,0.33375,0.44175
2_442,0.6713333333333332,0.244,0.34800000000000003
2_342,0.6785,0.41500000000000004,0.4575
2_492,0.595,0.3,0.45525
2_512,0.625,0.21800000000000003,0.2995
2_121,0.646,0.363,0.596
2_129,0.281,0.698,0.562
2_222,0.6186,0.333,0.5382
2_604,0.7098,0.37279999999999996,0.518
2_352,0.599,0.22150000000000003,0.301
2_344,0.622,0.341,0.37266666666666665
2_465,0.7675000000000001,0.41200000000000003,0.461
2_471,0.906,0.837,0.849
2_361,,,
2_190,0.7525,0.37925,0.67275
2_271,0.125,0.685,0.346
2_306,0.7597142857142857,0.3884285714285714,0.5504285714285715
2_209,,,
2_312,0.4375,0.627,0.4795
2_485,0.7316666666666666,0.40700000000000003,0.5343333333333333
2_527,0.843,0.37,0.6845
2_596,,,
2_123,,,
2_140,0.397,0.781,0.298
2_338,0.6679999999999999,0.38375,0.63825
2_381,,,
2_511,0.6253636363636365,0.4230909090909091,0.46036363636363636
2_287,0.549,0.43725,0.3295
2_161,0.6191666666666666,0.3655,0.49
2_589,0.5001666666666666,0.403,0.4061666666666666
2_523,0.4985,0.48566666666666664,0.5618333333333333
2_491,0.631,0.38639999999999997,0.47000000000000003
2_170,0.653,0.417,0.5
2_500,0.879,0.5185,0.7795000000000001
2_303,0.918,0.472,0.461
2_570,0.758,0.518,0.886
2_178,0.7682222222222221,0.46311111111111114,0.55
2_438,0.6113333333333334,0.4066666666666667,0.5113333333333333
2_167,0.68025,0.439,0.575
2_373,0.669,0.3356666666666667,0.4553333333333333
2_623,0.692,0.43975,0.527
2_131,0.561,0.23,0.368
2_236,0.7536666666666667,0.5579999999999999,0.5496666666666666
2_546,0.7647999999999999,0.5932000000000001,0.6016
2_242,0.784,0.4285,0.5505
2_169,0.6135,0.45316666666666666,0.5245
2_235,0.6456,0.3868,0.47300000000000003
2_34,0.292,0.40149999999999997,0.23450000000000001
2_608,0.7546666666666667,0.4383333333333333,0.6616666666666666
2_524,0.908,0.931,0.709
